Date,current_ma50,ma20_plus_ma50,ma50_plus_positive_5d
2024-11-08,14555.526168418532,10353.438432294937,10000
2024-11-11,14555.526168418532,10353.438432294937,10000
2024-11-12,14555.526168418532,10353.438432294937,10000
2024-11-13,14555.526168418532,10353.438432294937,10000
2024-11-14,14555.526168418532,10353.438432294937,10000
2024-11-15,14555.526168418532,10353.438432294937,10000
2024-11-18,15069.252795227801,10353.438432294937,10000
2024-11-19,15167.28231554966,10353.438432294937,10000
2024-11-20,14775.165282796006,10353.438432294937,10000
2024-11-21,15515.829624070933,10353.438432294937,10000
2024-11-22,15500.313794446864,10353.438432294937,10000
2024-11-25,15500.313794446864,10353.438432294937,10000
2024-11-26,15500.313794446864,10353.438432294937,10000
2024-11-27,15500.313794446864,10353.438432294937,10000
2024-11-29,15500.313794446864,10353.438432294937,10000
2024-12-02,15500.313794446864,10353.438432294937,10000
2024-12-03,15500.313794446864,10353.438432294937,10000
2024-12-04,15500.313794446864,10353.438432294937,10000
2024-12-05,15500.313794446864,10353.438432294937,10000
2024-12-06,15500.313794446864,10353.438432294937,10000
2024-12-09,15500.313794446864,10353.438432294937,10000
2024-12-10,15500.313794446864,10353.438432294937,10000
2024-12-11,15500.313794446864,10353.438432294937,10000
2024-12-12,15500.313794446864,10353.438432294937,10000
2024-12-13,15500.313794446864,10353.438432294937,10000
2024-12-16,15500.313794446864,10353.438432294937,10000
2024-12-17,15500.313794446864,10353.438432294937,10000
2024-12-18,15500.313794446864,10353.438432294937,10000
2024-12-19,15500.313794446864,10353.438432294937,10000
2024-12-20,16372.417658408995,10353.438432294937,10000
2024-12-23,17795.974169029705,10353.438432294937,10000
2024-12-24,18331.237171794317,10353.438432294937,10000
2024-12-26,18581.7761767829,10353.438432294937,10000
2024-12-27,18581.7761767829,10353.438432294937,10000
