Date,Close,High,Low,Open,Volume
2022-09-12,303.24530029296875,303.57709631157707,300.74704692101136,301.0593360378884,45905700
2022-09-13,286.61627197265625,295.7114605874526,285.7282166567736,294.520884533157,79562200
2022-09-14,288.89007568359375,289.76836270160635,285.9917076770831,287.7580500540228,54907200
2022-09-15,284.07904052734375,289.37806861756616,282.4785809670192,286.97740905861184,65299400
2022-09-16,282.3419189453125,282.7322654178717,278.7311470657045,280.78050327354885,79920400
2022-09-19,284.54058837890625,284.69701352258903,279.6426584603543,279.70131415985463,52613800
2022-09-20,282.27252197265625,284.5601839494864,279.9750741000764,282.0378693199994,51271100
2022-09-21,277.21820068359375,287.37584347776414,277.08134728672815,283.1133390180322,82931000
2022-09-22,273.80615234375,276.69994264649773,272.58410899216227,275.6929801181912,62757100
2022-09-23,269.3482666015625,271.63592924583816,265.9362996797736,271.3426208032038,74815200
2022-09-26,268.23370361328125,273.2391899171992,267.4418216694611,268.8789462776998,71176700
2022-09-27,268.3412780761719,273.94310779342754,266.02425795648827,271.59678965082986,69780100
2022-09-28,273.67913818359375,274.9598376182292,266.84547923320525,268.32168776244924,79652100
2022-09-29,265.78961181640625,270.0716577150531,262.8273790808432,269.69036575980726,81216000
2022-09-30,261.2827453613281,269.0353839204615,261.1263201777009,264.9684186513129,78482400
2022-10-03,267.4124450683594,269.00599456249716,261.54663628113104,263.052202223666,61267400
2022-10-04,275.8202209472656,276.5241194775163,272.75043212962663,272.75043212962663,66696900
2022-10-05,275.6734924316406,277.4625511231233,269.2602100468539,272.05623146486425,55766300
2022-10-06,273.503173828125,277.8243037680566,273.18053757441095,274.67631791285686,53489400
2022-10-07,263.0816345214844,268.99631546280324,261.75203515428467,268.869218115013,71354700
2022-10-10,260.45172119140625,263.66814841441,257.74368321845105,263.2770705805112,60393000
2022-10-11,256.8735656738281,261.6444286795512,255.19203248058224,258.77996563092654,66522500
2022-10-12,256.7855529785156,259.4251489637878,256.0914406437089,257.50899316310165,50580200
2022-10-13,262.8078308105469,264.12764394193346,248.5734536032913,249.45333399672413,112894100
2022-10-14,254.90846252441406,265.73088583053635,254.32190557154297,265.1345429834363,77244300
2022-10-17,263.3259582519531,264.1960377721946,260.7743157265391,260.8720851805675,64576500
2022-10-18,265.40826416015625,271.0100915814728,262.729524945079,270.3453071832955,69781000
2022-10-19,264.4404296875,267.5590871120454,262.07457015959795,263.89295658178486,53115400
2022-10-20,263.09130859375,268.6931672043855,261.9279505332129,263.5507981813768,60605500
2022-10-21,269.2602233886719,269.7979106618397,260.85255709108765,261.986617180999,77897700
2022-10-24,272.2224426269531,273.1511778563182,265.88735790217254,269.5241608272236,63963600
2022-10-25,277.8536071777344,278.23489911038496,271.68473333216065,273.16097158157777,59014500
2022-10-26,271.7140808105469,277.6287902965968,271.2252633241817,272.2322261526919,63492400
2022-10-27,266.7671813964844,272.05618881434197,266.24903618804586,270.59952262808065,57760300
2022-10-28,274.930419921875,275.39969529868125,265.9752828676894,266.1414938870922,62651300
2022-10-31,271.733642578125,273.503159426672,269.81745662103884,272.68194966008537,47742000
2022-11-01,268.9571228027344,275.7614831825195,268.59540266363206,275.204224129554,45895900
2022-11-02,259.738037109375,271.9878014034031,259.6695955048992,268.9277993452256,79803100
2022-11-03,254.6641387939453,258.5844648018636,254.2828766474066,257.1277981579473,70038900
2022-11-04,258.7603759765625,260.64720401130904,253.28561503914713,259.5913715372942,78313200
2022-11-07,261.6053161621094,262.1430332516671,257.6752346520297,259.8064715479662,47333800
2022-11-08,263.51177978515625,266.7477496601227,259.58166749062383,263.12073170240666,63213800
2022-11-09,257.43084716796875,262.55364485772475,257.1473246731768,261.77154881663506,64862100
2022-11-10,276.4262390136719,276.71951751892516,267.7252952822844,269.8369900252469,99256700
2022-11-11,281.5196533203125,282.1844675282757,274.9010777658381,276.2404324049749,66961800
2022-11-14,279.0561218261719,282.7417948379583,278.0784868785844,279.4667117965301,55290700
2022-11-15,282.917724609375,286.7011661843519,279.5742007553002,285.6746318321595,73985400
2022-11-16,279.0561218261719,283.0057753682395,278.2349120504045,280.9625219079878,48859800
2022-11-17,278.440185546875,279.9164237510192,274.4416625000356,274.5980876597836,55462100
2022-11-18,278.45001220703125,281.54909849777874,276.00592466887895,281.45135886429506,53588600
2022-11-21,275.58551025390625,278.21532062913855,274.75451464007284,277.0617186327833,40083500
2022-11-22,279.5546569824219,279.711052281029,274.187422141993,276.3186884823213,41873400
2022-11-23,282.3605041503906,282.9861749393081,279.39827175235274,279.5742388647001,46390000
2022-11-25,280.5030517578125,281.47090087588236,280.01423425009193,280.76700247136256,15498800
2022-11-28,276.3871765136719,280.54212517373634,275.45844118480625,278.5281995041328,38714200
2022-11-29,274.2950134277344,277.0128370816902,272.92633062269323,276.6120032182411,35618900
2022-11-30,286.7989501953125,286.9065055448826,273.70843484346506,274.5589724039487,74718100
2022-12-01,287.1508483886719,289.1354455195464,284.3743695841752,287.1215205427985,51547300
2022-12-02,286.007080078125,286.88697536237026,281.9107874314308,282.0867843893096,53583200
2022-12-05,281.2068176269531,285.15643974660395,279.75012185266394,283.88552675954463,41482100
2022-12-06,275.38018798828125,281.18734160763,273.9919631554687,281.0504882375868,53937600
2022-12-07,274.25592041015625,276.2503039825609,272.54505931577694,274.1972647022958,45614300
2022-12-08,277.5016784667969,278.4695274919775,273.532483071853,275.60506433206405,42594900
2022-12-09,275.73211669921875,279.2516078103331,275.2921691221875,276.4848847255361,47860500
2022-12-12,279.1929931640625,279.25167871293957,274.871863125392,275.9081538496914,35732500
2022-12-13,282.19427490234375,290.24021992861685,279.51556513695834,290.0153531873076,80667700
2022-12-14,280.1021728515625,284.8925776911261,276.856417960983,281.6077090523937,64984400
2022-12-15,270.69732666015625,276.68044714031987,269.5046109553816,276.01563277082005,60554100
2022-12-16,268.11639404296875,271.5576584419353,266.5130583502916,270.0227941935211,68300400
2022-12-19,264.348388671875,268.47407711477496,263.11360998326035,268.3858829093709,44167900
2022-12-20,264.14263916015625,265.8869945818374,261.6045058722679,263.1822522783271,51064200
2022-12-21,267.97430419921875,269.27765841529884,264.33857367332774,265.1813681287866,46394700
2022-12-22,261.41827392578125,265.0931820504398,257.2043613322855,264.96578045041497,60278400
2022-12-23,262.0061950683594,262.6726010348919,258.25290263889315,260.15405720930426,39373600
2022-12-27,258.3018798828125,261.5064182969755,257.76290542316593,261.3986054611623,38009000
2022-12-28,254.8916015625,260.15406455243925,254.52901545801257,257.9001331477215,47139000
2022-12-29,261.1046447753906,262.0454127740725,256.9985455070873,257.6943196587652,45893600
2022-12-30,260.9479064941406,261.075308109581,257.0378133464567,258.3411677601905,37858300
2023-01-03,259.1838684082031,264.740311403582,256.8809205581157,263.27034850860764,42335300
2023-01-04,260.41864013671875,262.094419519153,257.2729276346424,261.30064187756807,47754900
2023-01-05,256.3419494628906,258.9192895246878,256.0283800668829,258.75271045594553,45396700
2023-01-06,263.41741943359375,264.5346059307866,255.12683454248378,258.0765705578795,54659700
2023-01-09,265.1225891113281,269.77747289377504,264.51500906581396,265.40676048327515,45568700
2023-01-10,267.3666687011719,267.4744815439094,263.5839781045529,264.0935545337913,35247800
2023-01-11,271.99212646484375,272.0999392967966,267.65084316056124,268.4348413268979,44077000
2023-01-12,273.4621276855469,274.4911198155303,268.25846062265697,272.55075772684324,60600000
2023-01-13,275.3436584472656,275.58865226978315,270.6299796945461,270.9631677043932,44802900
2023-01-17,275.90228271484375,277.18604809737275,273.98150939661457,275.14768251608376,36269700
2023-01-18,272.3155822753906,278.9892126837552,272.1097958051242,277.4408347282873,47754500
2023-01-19,269.6402282714844,271.82558420366604,268.40547959041226,270.6888091384825,44150400
2023-01-20,277.0193786621094,277.3525666368872,270.18895041299066,271.24734036249134,60613600
2023-01-23,283.1736755371094,284.39864475391676,277.06844810068554,277.8622257606587,52799900
2023-01-24,282.5955505371094,283.7519145329774,281.0373929684775,281.55677882468814,44875100
2023-01-25,281.9683532714844,282.5857126972859,275.54949598721333,278.08762887043525,50872000
2023-01-26,287.4659729003906,287.64236129032844,282.7424844155557,285.388429890523,51596300
2023-01-27,290.3275451660156,292.2874961252807,286.03524778018846,286.15284005270786,56441900
2023-01-30,284.45745849609375,288.48517308170074,284.0850929525682,287.0641967396339,49405800
2023-01-31,288.7203369140625,288.81834043174297,284.38886255344715,284.4966454883634,46705100
2023-02-01,294.8942565917969,297.35397489362185,286.44684220280044,288.5146061711699,67562200
2023-02-02,305.4779357910156,307.3986792194791,300.58786806855676,301.41104382361254,83070600
